,precision,recall,f1-score,support
Ringed Kingfisher,0.0,0.0,0.0,30.0
White breasted Kingfisher,0.0,0.0,0.0,30.0
Red legged Kittiwake,0.003969623748705558,1.0,0.007907856283307547,23.0
Horned Lark,0.0,0.0,0.0,30.0
Pacific Loon,0.0,0.0,0.0,30.0
Mallard,0.0,0.0,0.0,30.0
Western Meadowlark,0.0,0.0,0.0,30.0
Hooded Merganser,0.0,0.0,0.0,30.0
Red breasted Merganser,0.0,0.0,0.0,30.0
Mockingbird,0.0,0.0,0.0,30.0
Nighthawk,0.0,0.0,0.0,30.0
Clark Nutcracker,0.0,0.0,0.0,30.0
White breasted Nuthatch,0.0,0.0,0.0,30.0
Baltimore Oriole,0.0,0.0,0.0,30.0
Hooded Oriole,0.0,0.0,0.0,30.0
Orchard Oriole,0.0,0.0,0.0,29.0
Scott Oriole,0.0,0.0,0.0,30.0
Ovenbird,0.0,0.0,0.0,30.0
Brown Pelican,0.0,0.0,0.0,30.0
White Pelican,0.0,0.0,0.0,20.0
Western Wood Pewee,0.0,0.0,0.0,30.0
Sayornis,0.0,0.0,0.0,30.0
American Pipit,0.0,0.0,0.0,30.0
Whip poor Will,0.0,0.0,0.0,19.0
Horned Puffin,0.0,0.0,0.0,30.0
Common Raven,0.0,0.0,0.0,30.0
White necked Raven,0.0,0.0,0.0,30.0
American Redstart,0.0,0.0,0.0,30.0
Geococcyx,0.0,0.0,0.0,30.0
Loggerhead Shrike,0.0,0.0,0.0,30.0
Great Grey Shrike,0.0,0.0,0.0,30.0
Baird Sparrow,0.0,0.0,0.0,20.0
Black throated Sparrow,0.0,0.0,0.0,30.0
Brewer Sparrow,0.0,0.0,0.0,29.0
Chipping Sparrow,0.0,0.0,0.0,30.0
Clay colored Sparrow,0.0,0.0,0.0,29.0
House Sparrow,0.0,0.0,0.0,30.0
Field Sparrow,0.0,0.0,0.0,29.0
Fox Sparrow,0.0,0.0,0.0,30.0
Grasshopper Sparrow,0.0,0.0,0.0,30.0
Harris Sparrow,0.0,0.0,0.0,30.0
Henslow Sparrow,0.0,0.0,0.0,30.0
Le Conte Sparrow,0.0,0.0,0.0,29.0
Lincoln Sparrow,0.0,0.0,0.0,29.0
Nelson Sharp tailed Sparrow,0.0,0.0,0.0,30.0
Savannah Sparrow,0.0,0.0,0.0,30.0
Seaside Sparrow,0.0,0.0,0.0,30.0
Song Sparrow,0.0,0.0,0.0,30.0
Tree Sparrow,0.0,0.0,0.0,30.0
Vesper Sparrow,0.0,0.0,0.0,30.0
White crowned Sparrow,0.0,0.0,0.0,30.0
White throated Sparrow,0.0,0.0,0.0,30.0
Cape Glossy Starling,0.0,0.0,0.0,30.0
Bank Swallow,0.0,0.0,0.0,30.0
Barn Swallow,0.0,0.0,0.0,30.0
Cliff Swallow,0.0,0.0,0.0,30.0
Tree Swallow,0.0,0.0,0.0,30.0
Scarlet Tanager,0.0,0.0,0.0,30.0
Summer Tanager,0.0,0.0,0.0,30.0
Artic Tern,0.0,0.0,0.0,29.0
Black Tern,0.0,0.0,0.0,30.0
Caspian Tern,0.0,0.0,0.0,30.0
Common Tern,0.0,0.0,0.0,30.0
Elegant Tern,0.0,0.0,0.0,30.0
Forsters Tern,0.0,0.0,0.0,30.0
Least Tern,0.0,0.0,0.0,30.0
Green tailed Towhee,0.0,0.0,0.0,30.0
Brown Thrasher,0.0,0.0,0.0,29.0
Sage Thrasher,0.0,0.0,0.0,30.0
Black capped Vireo,0.0,0.0,0.0,21.0
Blue headed Vireo,0.0,0.0,0.0,30.0
Philadelphia Vireo,0.0,0.0,0.0,29.0
Red eyed Vireo,0.0,0.0,0.0,30.0
Warbling Vireo,0.0,0.0,0.0,30.0
White eyed Vireo,0.0,0.0,0.0,30.0
Yellow throated Vireo,0.0,0.0,0.0,29.0
Bay breasted Warbler,0.0,0.0,0.0,30.0
Black and white Warbler,0.0,0.0,0.0,30.0
Black throated Blue Warbler,0.0,0.0,0.0,29.0
Blue winged Warbler,0.0,0.0,0.0,30.0
Canada Warbler,0.0,0.0,0.0,30.0
Cape May Warbler,0.0,0.0,0.0,30.0
Cerulean Warbler,0.0,0.0,0.0,30.0
Chestnut sided Warbler,0.0,0.0,0.0,30.0
Golden winged Warbler,0.0,0.0,0.0,29.0
Hooded Warbler,0.0,0.0,0.0,30.0
Kentucky Warbler,0.0,0.0,0.0,29.0
Magnolia Warbler,0.0,0.0,0.0,29.0
Mourning Warbler,0.0,0.0,0.0,30.0
Myrtle Warbler,0.0,0.0,0.0,30.0
Nashville Warbler,0.0,0.0,0.0,30.0
Orange crowned Warbler,0.0,0.0,0.0,30.0
Palm Warbler,0.0,0.0,0.0,30.0
Pine Warbler,0.0,0.0,0.0,30.0
Prairie Warbler,0.0,0.0,0.0,30.0
Prothonotary Warbler,0.0,0.0,0.0,30.0
Swainson Warbler,0.0,0.0,0.0,26.0
Tennessee Warbler,0.0,0.0,0.0,29.0
Wilson Warbler,0.0,0.0,0.0,30.0
Worm eating Warbler,0.0,0.0,0.0,29.0
Yellow Warbler,0.0,0.0,0.0,30.0
Northern Waterthrush,0.0,0.0,0.0,30.0
Louisiana Waterthrush,0.0,0.0,0.0,30.0
Bohemian Waxwing,0.0,0.0,0.0,30.0
Cedar Waxwing,0.0,0.0,0.0,30.0
American Three toed Woodpecker,0.0,0.0,0.0,20.0
Pileated Woodpecker,0.0,0.0,0.0,30.0
Red bellied Woodpecker,0.0,0.0,0.0,30.0
Red cockaded Woodpecker,0.0,0.0,0.0,29.0
Red headed Woodpecker,0.0,0.0,0.0,30.0
Downy Woodpecker,0.0,0.0,0.0,30.0
Bewick Wren,0.0,0.0,0.0,30.0
Cactus Wren,0.0,0.0,0.0,30.0
Carolina Wren,0.0,0.0,0.0,30.0
House Wren,0.0,0.0,0.0,30.0
Marsh Wren,0.0,0.0,0.0,30.0
Rock Wren,0.0,0.0,0.0,30.0
Winter Wren,0.0,0.0,0.0,30.0
Common Yellowthroat,0.0,0.0,0.0,30.0
accuracy,0.003969623748705558,0.003969623748705558,0.003969623748705558,0.003969623748705558
macro avg,1.984811874352779e-05,0.005,3.953928141653773e-05,5794.0
weighted avg,1.5757912706287164e-05,0.003969623748705558,3.1391214103568104e-05,5794.0
